InterPro	InterPro_Desc	Count
IPR000184	Bacterial surface antigen (D15)	3
IPR000218	Large ribosomal subunit protein uL14	3
IPR000223	Peptidase S26A, signal peptidase I	3
IPR000235	Small ribosomal subunit protein uS7	3
IPR000257	Uroporphyrinogen decarboxylase (URO-D)	3
IPR000261	EH domain	3
IPR000266	Small ribosomal subunit protein uS17	3
IPR000361	FeS cluster biogenesis	3
IPR000362	Fumarate lyase family	3
IPR000375	Dynamin stalk domain	3
IPR000380	DNA topoisomerase, type IA	3
IPR000523	Magnesium chelatase ChlI-like, catalytic domain	3
IPR000558	Histone H2B	3
IPR000572	Oxidoreductase, molybdopterin-binding domain	3
IPR000589	Small ribosomal subunit protein uS15	3
IPR000597	Large ribosomal subunit protein uL3	3
IPR000684	RNA polymerase II, heptapeptide repeat, eukaryotic	3
IPR000690	Matrin/U1-C, C2H2-type zinc finger	3
IPR000702	Large ribosomal subunit protein uL6-like	3
IPR000754	Small ribosomal subunit protein uS9	3
IPR000793	ATP synthase, alpha subunit, C-terminal	3
IPR000794	Beta-ketoacyl synthase	3
IPR000796	Aspartate/other aminotransferase	3
IPR000808	Iron-sulfur cluster carrier protein-like, conserved site	3
IPR000851	Small ribosomal subunit protein uS5	3
IPR000889	Glutathione peroxidase	3
IPR000891	Pyruvate carboxyltransferase	3
IPR000911	Ribosomal protein uL11	3
IPR000924	Glutamyl/glutaminyl-tRNA synthetase	3
IPR000932	Photosystem antenna protein-like	3
IPR000960	Flavin monooxygenase FMO	3
IPR000977	DNA ligase, ATP-dependent	3
IPR001057	Glutamate/acetylglutamate kinase	3
IPR001063	Large ribosomal subunit protein uL22	3
IPR001075	NIF system FeS cluster assembly, NifU, C-terminal	3
IPR001077	O-methyltransferase domain	3
IPR001104	3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal	3
IPR001129	Membrane-associated, eicosanoid/glutathione metabolism (MAPEG) protein	3
IPR001130	3'-5' ssDNA/RNA exonuclease TatD-like	3
IPR001148	Alpha carbonic anhydrase domain	3
IPR001209	Small ribosomal subunit protein uS14	3
IPR001258	NHL repeat	3
IPR001263	Phosphoinositide 3-kinase, accessory (PIK) domain	3
IPR001280	Photosystem I PsaA/PsaB	3
IPR001298	Filamin/ABP280 repeat	3
IPR001305	Heat shock protein DnaJ, cysteine-rich domain	3
IPR001330	PFTB repeat	3
IPR001345	Phosphoglycerate/bisphosphoglycerate mutase, active site	3
IPR001351	Small ribosomal subunit protein uS3, C-terminal	3
IPR001362	Glycoside hydrolase, family 32	3
IPR001388	Synaptobrevin-like	3
IPR001392	Clathrin adaptor, mu subunit	3
IPR001404	Heat shock protein Hsp90 family	3
IPR001486	Truncated hemoglobin	3
IPR001533	Pterin 4 alpha carbinolamine dehydratase	3
IPR001554	Glycoside hydrolase, family 14	3
IPR001576	Phosphoglycerate kinase	3
IPR001578	Peptidase C12, ubiquitin carboxyl-terminal hydrolase	3
IPR001584	Integrase, catalytic core	3
IPR001585	Transaldolase/Fructose-6-phosphate aldolase	3
IPR001604	DNA/RNA non-specific endonuclease/pyrophosphatase/phosphodiesterase domain	3
IPR001608	Alanine racemase, N-terminal	3
IPR001609	Myosin head, motor domain-like	3
IPR001613	Flavin amine oxidase	3
IPR001646	Pentapeptide repeat	3
IPR001739	Methyl-CpG DNA binding	3
IPR001750	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit	3
IPR001790	Large ribosomal subunit protein uL10	3
IPR001834	NADH:cytochrome b5 reductase-like	3
IPR001844	Chaperonin Cpn60/GroEL	3
IPR001865	Small ribosomal subunit protein uS2	3
IPR001881	EGF-like calcium-binding domain	3
IPR001882	Biotin-binding site	3
IPR001892	Small ribosomal subunit protein uS13	3
IPR001898	Solute carrier family 13	3
IPR001910	Inosine/uridine-preferring nucleoside hydrolase domain	3
IPR001912	Small ribosomal subunit protein uS4, N-terminal	3
IPR001930	Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase	3
IPR001950	SUI1 domain	3
IPR001958	Tetracycline resistance protein TetA/multidrug resistance protein MdtG-like	3
IPR001971	Small ribosomal subunit protein uS11	3
IPR002008	DNA polymerase family X, beta-like	3
IPR002013	SAC domain	3
IPR002054	DNA-directed DNA polymerase X	3
IPR002058	PAP/25A-associated	3
IPR002059	Cold-shock protein Csp, DNA-binding	3
IPR002060	Squalene/phytoene synthase	3
IPR002073	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain	3
IPR002075	Nuclear transport factor 2 domain	3
IPR002099	DNA mismatch repair protein MutL/Mlh/PMS	3
IPR002113	ADP/ATP carrier protein, eukaryotic type	3
IPR002121	HRDC domain	3
IPR002132	Large ribosomal subunit protein uL5	3
IPR002136	Large ribosomal subunit protein uL4	3
IPR002142	Peptidase S49	3
IPR002171	Large ribosomal subunit protein uL2	3
IPR002208	SecY/SEC61-alpha family	3
IPR002222	Small ribosomal subunit protein uS19	3
IPR002259	Equilibrative nucleoside transporter	3
IPR002306	Tryptophan-tRNA ligase	3
IPR002364	Quinone oxidoreductase/zeta-crystallin, conserved site	3
IPR002376	Formyl transferase, N-terminal	3
IPR002498	Phosphatidylinositol-4-phosphate 4/5-kinase, core	3
IPR002500	Phosphoadenosine phosphosulphate reductase	3
IPR002575	Aminoglycoside phosphotransferase	3
IPR002618	UDPGP family	3
IPR002645	STAS domain	3
IPR002680	Alternative oxidase	3
IPR002687	Nop domain	3
IPR002713	FF domain	3
IPR002735	Translation initiation factor IF2/IF5 domain	3
IPR002816	TraB/PrgY/GumN family	3
IPR002833	Peptidyl-tRNA hydrolase, PTH2	3
IPR003000	Sirtuin family	3
IPR003084	Histone deacetylase	3
IPR003097	Sulfite reductase [NADPH] flavoprotein alpha-component-like, FAD-binding	3
IPR003105	SRA-YDG	3
IPR003130	Dynamin GTPase effector	3
IPR003169	GYF domain	3
IPR003307	W2 domain	3
IPR003337	Trehalose-phosphatase	3
IPR003368	Polymorphic outer membrane protein repeat	3
IPR003388	Reticulon	3
IPR003425	CCB3/YggT	3
IPR003527	Mitogen-activated protein (MAP) kinase, conserved site	3
IPR003601	DNA topoisomerase, type IA, domain 2	3
IPR003602	DNA topoisomerase, type IA, DNA-binding domain	3
IPR003653	Ulp1 protease family, C-terminal catalytic domain	3
IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	3
IPR003807	Domain of unknown function DUF202	3
IPR003817	Phosphatidylserine decarboxylase-related	3
IPR003882	Pistil-specific extensin-like protein	3
IPR003888	FY-rich, N-terminal	3
IPR003889	FY-rich, C-terminal	3
IPR003953	FAD-dependent oxidoreductase 2, FAD binding domain	3
IPR004037	Large ribosomal subunit protein eL8-like, conserved site	3
IPR004044	K Homology domain, type 2	3
IPR004130	GPN-loop GTPase	3
IPR004160	Translation elongation factor EFTu/EF1A, C-terminal	3
IPR004304	Acetamidase/Formamidase	3
IPR004324	Folate-biopterin transporter	3
IPR004344	Tubulin-tyrosine ligase/Tubulin polyglutamylase	3
IPR004383	Ribosomal RNA large subunit methyltransferase RlmN/Cfr	3
IPR004541	Translation elongation factor EFTu/EF1A, bacterial/organelle	3
IPR004667	ADP/ATP carrier protein, bacterial type	3
IPR004709	Na+/H+ exchanger	3
IPR004710	Bile acid:sodium symporter	3
IPR004713	Calcium/proton exchanger	3
IPR004776	Membrane transport PIN-like	3
IPR004813	Oligopeptide transporter, OPT superfamily	3
IPR004895	Prenylated rab acceptor PRA1	3
IPR004947	Deoxyribonuclease II	3
IPR005045	CDC50/LEM3 family	3
IPR005066	Moybdenum cofactor oxidoreductase, dimerisation	3
IPR005085	Carbohydrate binding module family 25	3
IPR005107	CO dehydrogenase flavoprotein, C-terminal	3
IPR005114	Helicase-associated	3
IPR005139	Peptide chain release factor	3
IPR005172	CRC domain	3
IPR005226	UPF0014 family	3
IPR005294	ATP synthase, F1 complex, alpha subunit	3
IPR005302	Molybdenum cofactor sulfurase, C-terminal	3
IPR005303	Molybdenum cofactor sulfurase, middle domain	3
IPR005324	Small ribosomal subunit protein uS5, C-terminal	3
IPR005484	Large ribosomal subunit protein uL18	3
IPR005607	BSD domain	3
IPR005788	Protein disulfide-isomerase, thioredoxin-like domain	3
IPR005801	ADC synthase	3
IPR005811	ATP-citrate synthase/succinyl-CoA ligase, C-terminal domain	3
IPR005818	Linker histone H1/H5, domain H15	3
IPR005822	Large ribosomal subunit protein uL13	3
IPR005836	ADP-glucose pyrophosphorylase, conserved site	3
IPR005841	Alpha-D-phosphohexomutase superfamily	3
IPR005845	Alpha-D-phosphohexomutase, alpha/beta/alpha domain II	3
IPR005846	Alpha-D-phosphohexomutase, alpha/beta/alpha domain III	3
IPR005859	Cysteine synthase CysK	3
IPR006032	Small ribosomal subunit protein uS12	3
IPR006046	Alpha amylase	3
IPR006048	Alpha-amylase/branching enzyme, C-terminal all beta	3
IPR006089	Acyl-CoA dehydrogenase, conserved site	3
IPR006097	Glutamate/phenylalanine/leucine/valine/L-tryptophan dehydrogenase, dimerisation domain	3
IPR006109	Glycerol-3-phosphate dehydrogenase, NAD-dependent, C-terminal	3
IPR006124	Metalloenzyme	3
IPR006168	Glycerol-3-phosphate dehydrogenase, NAD-dependent	3
IPR006169	GTP1/OBG domain	3
IPR006175	YjgF/YER057c/UK114 family	3
IPR006259	Adenylate kinase subfamily	3
IPR006357	HAD-superfamily hydrolase, subfamily IIA	3
IPR006361	Uroporphyrinogen decarboxylase HemE	3
IPR006380	Sucrose phosphatase-like domain	3
IPR006424	Glyceraldehyde-3-phosphate dehydrogenase, type I	3
IPR006461	PLAC8 motif-containing protein	3
IPR006502	Protein of unknown function PDDEXK-like	3
IPR006571	TLDc domain	3
IPR006599	CARP motif	3
IPR006628	Purine-rich element binding protein family	3
IPR006710	Glycoside hydrolase, family 43	3
IPR006813	Glycosyl transferase, family 17	3
IPR006845	Pex, N-terminal	3
IPR006895	Zinc finger, Sec23/Sec24-type	3
IPR006904	Protein of unknown function DUF716	3
IPR006913	CENP-V/GFA domain	3
IPR006935	Helicase/UvrB, N-terminal	3
IPR007034	Ribosome biogenesis protein BMS1/TSR1, C-terminal	3
IPR007118	Expansin/Lol pI	3
IPR007123	Gelsolin-like domain	3
IPR007148	Small-subunit processome, Utp12	3
IPR007157	PspA/VIPP1	3
IPR007185	DNA polymerase alpha/delta/epsilon, subunit B	3
IPR007194	Transport protein particle (TRAPP) component	3
IPR007263	DCC1-like thiol-disulfide oxidoreductase family	3
IPR007271	Nucleotide-sugar transporter	3
IPR007282	NOT2/NOT3/NOT5, C-terminal	3
IPR007305	Vesicle transport protein, Got1/SFT2-like	3
IPR007369	Peptidase A22B, signal peptide peptidase	3
IPR007379	Tim44-like domain	3
IPR007526	SWIRM domain	3
IPR007527	Zinc finger, SWIM-type	3
IPR007529	Zinc finger, HIT-type	3
IPR007630	RNA polymerase sigma-70 region 4	3
IPR007644	RNA polymerase, beta subunit, protrusion	3
IPR007861	DNA mismatch repair protein MutS, clamp	3
IPR008162	Inorganic pyrophosphatase	3
IPR008217	Ccc1 family	3
IPR008256	Peptidase S1B	3
IPR008335	Eukaryotic molybdopterin oxidoreductase	3
IPR008532	NFACT, RNA-binding domain	3
IPR008918	Helix-hairpin-helix motif, class 2	3
IPR009010	Aspartate decarboxylase-like domain superfamily	3
IPR009011	Mannose-6-phosphate receptor binding domain superfamily	3
IPR009027	Large ribosomal subunit protein bL9/RNase H1, N-terminal	3
IPR009040	Ferritin-like diiron domain	3
IPR009050	Globin-like superfamily	3
IPR009051	Alpha-helical ferredoxin	3
IPR009068	uS15/NS1, RNA-binding domain superfamily	3
IPR009769	Protein ENHANCED DISEASE RESISTANCE 2, C-terminal	3
IPR009834	Ureide permease	3
IPR010097	Malate dehydrogenase, type 1	3
IPR010158	Amidase, carbamoylase-type	3
IPR010285	DNA helicase Pif1-like, DEAD-box helicase domain	3
IPR010297	Protein of unknown function DUF900, hydrolase-like	3
IPR010530	NADH-ubiquinone reductase complex 1 MLRQ subunit	3
IPR010582	Catalase immune-responsive domain	3
IPR010610	Erythromycin biosynthesis protein CIII-like, C-terminal domain	3
IPR010625	CHCH	3
IPR010666	Zinc finger, GRF-type	3
IPR010721	Probable O-methyltransferase UstE-like	3
IPR010918	PurM-like, C-terminal domain	3
IPR010945	Malate dehydrogenase, type 2	3
IPR010978	Class I and II aminoacyl-tRNA synthetase, tRNA-binding arm	3
IPR010994	RuvA domain 2-like	3
IPR011035	Large ribosomal subunit protein bL25/Gln-tRNA synthetase, anti-codon-binding domain superfamily	3
IPR011108	Zn-dependent metallo-hydrolase, RNA specificity domain	3
IPR011128	Glycerol-3-phosphate dehydrogenase, NAD-dependent, N-terminal	3
IPR011129	Cold-shock domain	3
IPR011262	DNA-directed RNA polymerase, insert domain	3
IPR011263	DNA-directed RNA polymerase, RpoA/D/Rpb3-type	3
IPR011322	Nitrogen regulatory PII-like, alpha/beta	3
IPR011330	Glycoside hydrolase/deacetylase, beta/alpha-barrel	3
IPR011547	SLC26A/SulP transporter domain	3
IPR011576	Pyridoxamine 5'-phosphate oxidase, putative	3
IPR011600	Peptidase C14, caspase domain	3
IPR011659	WD40-like beta propeller	3
IPR011697	Peptidase C26	3
IPR011706	Multicopper oxidase, C-terminal	3
IPR011722	Hemimethylated DNA-binding domain	3
IPR011764	Biotin carboxylation domain	3
IPR011767	Glutaredoxin active site	3
IPR011831	Glucose-1-phosphate adenylyltransferase	3
IPR012020	AB hydrolase 4 family	3
IPR012094	tRNA(Ile)-lysidine synthase	3
IPR012164	DNA-directed RNA polymerase subunit/transcription factor S	3
IPR012292	Globin/Protoglobin	3
IPR012308	DNA ligase, ATP-dependent, N-terminal	3
IPR012309	DNA ligase, ATP-dependent, C-terminal	3
IPR012310	DNA ligase, ATP-dependent, central	3
IPR012348	Ribonucleotide reductase-like	3
IPR012400	Long-chain-alcohol oxidase	3
IPR012462	UfSP1/2/DUB, catalytic domain	3
IPR012936	Endoplasmic reticulum vesicle transporter, C-terminal	3
IPR012945	Tubulin binding cofactor C-like domain	3
IPR012976	NOSIC	3
IPR013022	Xylose isomerase-like, TIM barrel domain	3
IPR013025	Large ribosomal subunit protein uL23-like	3
IPR013094	Alpha/beta hydrolase fold-3	3
IPR013096	Cupin 2, conserved barrel	3
IPR013111	EGF-like domain, extracellular	3
IPR013148	Glycosyl hydrolase family 32, N-terminal	3
IPR013189	Glycosyl hydrolase family 32, C-terminal	3
IPR013497	DNA topoisomerase, type IA, central	3
IPR013507	DNA mismatch repair protein, S5 domain 2-like	3
IPR013518	Potassium channel, inwardly rectifying, Kir, cytoplasmic	3
IPR013740	Redoxin	3
IPR013748	Replication factor C, C-terminal	3
IPR013757	DNA topoisomerase, type IIA, alpha-helical domain superfamily	3
IPR013809	ENTH domain	3
IPR013810	Small ribosomal subunit protein uS5, N-terminal	3
IPR013822	Signal recognition particle SRP54, helical bundle	3
IPR013824	DNA topoisomerase, type IA, central region, subdomain 1	3
IPR013825	DNA topoisomerase, type IA, central region, subdomain 2	3
IPR013826	DNA topoisomerase, type IA, central region, subdomain 3	3
IPR013857	NADH:ubiquinone oxidoreductase intermediate-associated protein 30	3
IPR013892	Cytochrome c oxidase biogenesis protein Cmc1-like	3
IPR013989	Development/cell death domain	3
IPR014009	PIK-related kinase	3
IPR014013	Helicase superfamily 1/2, ATP-binding domain, DinG/Rad3-type	3
IPR014100	GTP-binding protein Obg/CgtA	3
IPR014284	RNA polymerase sigma-70-like domain	3
IPR014347	Tautomerase/MIF superfamily	3
IPR014560	Uncharacterised conserved protein UCP030333, DNA/RNA-binding Alba-related	3
IPR014717	Translation elongation factor EF1B/small ribosomal subunit protein bS6	3
IPR014720	Double-stranded RNA-binding domain	3
IPR014726	Large ribosomal subunit protein uL2, domain 3	3
IPR014762	DNA mismatch repair, conserved site	3
IPR014782	Peptidase M1, membrane alanine aminopeptidase	3
IPR015310	Activator of Hsp90 ATPase AHSA1-like, N-terminal	3
IPR015403	Mon2/Sec7/BIG1-like, HDS	3
IPR015413	Methionyl/Leucyl tRNA synthetase	3
IPR015507	Ribosomal RNA large subunit methyltransferase E	3
IPR015527	Peptidase C26, gamma-glutamyl hydrolase	3
IPR015633	E2F Family	3
IPR015760	Translation initiation factor IF- 2	3
IPR015815	3-hydroxyisobutyrate dehydrogenase-related	3
IPR015824	Phosphoglycerate kinase, N-terminal	3
IPR015867	Nitrogen regulatory protein PII/ATP phosphoribosyltransferase, C-terminal	3
IPR015884	Malic enzyme, conserved site	3
IPR015890	Chorismate-utilising enzyme, C-terminal	3
IPR015911	Phosphoglycerate kinase, conserved site	3
IPR016059	DNA ligase, ATP-dependent, conserved site	3
IPR016066	Alpha-D-phosphohexomutase, conserved site	3
IPR016072	SKP1 component, dimerisation	3
IPR016073	SKP1 component, POZ domain	3
IPR016092	FeS cluster insertion protein	3
IPR016142	Citrate synthase-like, large alpha subdomain	3
IPR016171	Vanillyl-alcohol oxidase, C-terminal subdomain 2	3
IPR016180	Large ribosomal subunit protein uL16 domain	3
IPR016189	Translation initiation factor IF2/IF5, N-terminal	3
IPR016190	Translation initiation factor IF2/IF5, zinc-binding	3
IPR016438	ATP-dependent RNA helicase SKI2-like	3
IPR016449	Potassium channel, inwardly rectifying, Kir	3
IPR016461	O-methyltransferase COMT-type	3
IPR016467	DNA recombination and repair protein, RecA-like	3
IPR016635	Adaptor protein complex, sigma subunit	3
IPR016688	Mechanosensitive ion channel MscS-like, plants/fungi	3
IPR016833	Putative sodium bile acid cotransporter	3
IPR016897	S-phase kinase-associated protein 1	3
IPR017850	Alkaline-phosphatase-like, core domain superfamily	3
IPR017868	Filamin/ABP280 repeat-like	3
IPR017945	DHBP synthase RibB-like alpha/beta domain superfamily	3
IPR017964	DNA-directed DNA polymerase, family B, conserved site	3
IPR018053	Glycoside hydrolase, family 32, active site	3
IPR018102	Small ribosomal subunit protein uS11, conserved site	3
IPR018146	Glyoxalase I, conserved site	3
IPR018164	Alanyl-tRNA synthetase, class IIc, N-terminal	3
IPR018359	Bromodomain, conserved site	3
IPR018370	Chaperonin Cpn60, conserved site	3
IPR018492	Ribosomal protein eL8/Nhp2 family	3
IPR018944	DNA polymerase lambda, fingers domain	3
IPR019339	CBF1-interacting co-repressor CIR, N-terminal domain	3
IPR019453	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 2	3
IPR019559	Cullin protein, neddylation domain	3
IPR019591	Mrp/NBP35 ATP-binding protein	3
IPR019794	Peroxidase, active site	3
IPR019805	Heat shock protein Hsp90, conserved site	3
IPR019810	Citrate synthase active site	3
IPR019818	Isocitrate/isopropylmalate dehydrogenase, conserved site	3
IPR019844	Cold-shock domain, conserved site	3
IPR019974	XPG conserved site	3
IPR020040	Large ribosomal subunit protein uL6, alpha-beta domain	3
IPR020056	Large ribosomal subunit protein bL25/Gln-tRNA synthetase, N-terminal	3
IPR020058	Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain	3
IPR020476	NUDIX hydrolase	3
IPR020550	Inositol monophosphatase, conserved site	3
IPR020557	Fumarate lyase, conserved site	3
IPR020575	Heat shock protein Hsp90, N-terminal	3
IPR020583	Inositol monophosphatase, metal-binding site	3
IPR020783	Large ribosomal subunit protein uL11, C-terminal	3
IPR020784	Large ribosomal subunit protein uL11, N-terminal	3
IPR020821	ENPP1-3/EXOG-like, endonuclease/phosphodiesterase domain	3
IPR020828	Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain	3
IPR020829	Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain	3
IPR020830	Glyceraldehyde 3-phosphate dehydrogenase, active site	3
IPR020831	Glyceraldehyde/Erythrose phosphate dehydrogenase family	3
IPR020847	AP endonuclease 1, binding site	3
IPR021047	Mannosyltransferase 1, CMT1	3
IPR021788	Protein CHAPERONE-LIKE PROTEIN OF POR1-like	3
IPR021827	Nucleoporin Nup186/Nup192/Nup205	3
IPR022052	Histone-binding protein RBBP4, N-terminal	3
